,u,i,name,ts,label,cat,subcat,state,idx,cat_subcat
260,211,1733,AutoZone,2404,37.21,Autos,Auto Parts & Services,Arkansas,3244,Autos - Auto Parts & Services
261,914,1884,Taco Bell,2404,10.38,Restaurants,QSR,Maryland,13934,Restaurants - QSR
262,534,1907,Whole Foods Market,2405,23.43,Grocers,Supermarkets,Pennsylvania,8391,Grocers - Supermarkets
263,1109,1787,Fry's,2405,93.34,Grocers,Supermarkets,Texas,16892,Grocers - Supermarkets
264,697,1884,Taco Bell,2405,6.24,Restaurants,QSR,Hawaii,10961,Restaurants - QSR
265,1032,1884,Taco Bell,2405,28.49,Restaurants,QSR,Virginia,15728,Restaurants - QSR
266,1180,1833,NAPA Auto Parts,2405,3.91,Autos,Auto Parts & Services,Arizona,17768,Autos - Auto Parts & Services
267,771,1846,Pizza Hut,2405,20.85,Restaurants,QSR,Kentucky,12046,Restaurants - QSR
268,54,1733,AutoZone,2405,143.05,Autos,Auto Parts & Services,Kentucky,652,Autos - Auto Parts & Services
269,979,1760,Dairy Queen,2405,16.99,Restaurants,QSR,Pennsylvania,14910,Restaurants - QSR
270,1411,1839,Panera Bread,2405,12.04,Restaurants,Fast Casual,Florida,21078,Restaurants - Fast Casual
271,453,1760,Dairy Queen,2405,11.64,Restaurants,QSR,Indiana,6995,Restaurants - QSR
272,1473,1884,Taco Bell,2405,25.1,Restaurants,QSR,Colorado,21819,Restaurants - QSR
273,73,1831,Mister Car Wash,2405,70.98,Autos,Auto Parts & Services,Alabama,928,Autos - Auto Parts & Services
274,1099,1901,Vons,2405,100.33,Grocers,Supermarkets,Alabama,16770,Grocers - Supermarkets
275,1696,1907,Whole Foods Market,2405,49.76,Grocers,Supermarkets,Illinois,24673,Grocers - Supermarkets
276,1262,1846,Pizza Hut,2405,29.7,Restaurants,QSR,Illinois,18944,Restaurants - QSR
277,172,1733,AutoZone,2405,14.05,Autos,Auto Parts & Services,Pennsylvania,2640,Autos - Auto Parts & Services
278,483,1879,Sonic Drive-In,2405,6.2,Restaurants,QSR,Alabama,7379,Restaurants - QSR
279,1390,1749,Chili's,2405,35.0,Restaurants,Casual Dining,New Mexico,20796,Restaurants - Casual Dining
280,143,1839,Panera Bread,2405,12.34,Restaurants,Fast Casual,Michigan,2237,Restaurants - Fast Casual
281,14,1884,Taco Bell,2405,5.44,Restaurants,QSR,Texas,162,Restaurants - QSR
282,1246,1838,Panda Express,2405,8.57,Restaurants,Fast Casual,Colorado,18685,Restaurants - Fast Casual
283,1155,1733,AutoZone,2405,39.66,Autos,Auto Parts & Services,Ohio,17524,Autos - Auto Parts & Services
284,2,1771,Express Lube,2405,7.0,Autos,Auto Parts & Services,Texas,10,Autos - Auto Parts & Services
285,581,1839,Panera Bread,2405,12.27,Restaurants,Fast Casual,Virginia,9147,Restaurants - Fast Casual
286,777,1884,Taco Bell,2405,2.61,Restaurants,QSR,Kansas,12155,Restaurants - QSR
287,1561,1733,AutoZone,2405,12.48,Autos,Auto Parts & Services,New Jersey,22921,Autos - Auto Parts & Services
288,1704,1724,Albertsons,2405,2.9800000000000004,Grocers,Supermarkets,Washington,24729,Grocers - Supermarkets
289,1442,1907,Whole Foods Market,2405,17.28,Grocers,Supermarkets,Pennsylvania,21453,Grocers - Supermarkets
290,336,1838,Panda Express,2405,10.0,Restaurants,Fast Casual,Virginia,5224,Restaurants - Fast Casual
291,1116,1755,Cook Out,2405,3.76,Restaurants,QSR,Georgia,17025,Restaurants - QSR
292,1446,1884,Taco Bell,2405,8.08,Restaurants,QSR,Florida,21480,Restaurants - QSR
293,225,1907,Whole Foods Market,2405,58.76,Grocers,Supermarkets,Illinois,3451,Grocers - Supermarkets
294,158,1846,Pizza Hut,2405,1.0,Restaurants,QSR,South Dakota,2399,Restaurants - QSR
295,1619,1884,Taco Bell,2405,5.98,Restaurants,QSR,Oklahoma,23730,Restaurants - QSR
296,916,1878,Smoothie King,2405,5.66,Restaurants,QSR,Nevada,13958,Restaurants - QSR
297,185,1774,Firebirds Wood Fired Grill,2405,82.48,Restaurants,Casual Dining,Pennsylvania,2794,Restaurants - Casual Dining
298,988,1731,Auntie Anne's,2405,3.31,Restaurants,QSR,Florida,14999,Restaurants - QSR
299,1501,1818,Lucky's Market,2405,37.44,Grocers,Supermarkets,California,22094,Grocers - Supermarkets
300,1180,1907,Whole Foods Market,2405,13.23,Grocers,Supermarkets,Arizona,17777,Grocers - Supermarkets
301,664,1884,Taco Bell,2405,13.32,Restaurants,QSR,Missouri,10497,Restaurants - QSR
302,767,1872,ShopRite,2405,166.65,Grocers,Supermarkets,New Jersey,11973,Grocers - Supermarkets
303,1586,1799,Houlihan's,2405,40.0,Restaurants,Casual Dining,Illinois,23346,Restaurants - Casual Dining
304,1021,1839,Panera Bread,2405,10.28,Restaurants,Fast Casual,Ohio,15603,Restaurants - Fast Casual
305,927,1879,Sonic Drive-In,2405,7.67,Restaurants,QSR,Louisiana,14073,Restaurants - QSR
306,1628,1755,Cook Out,2405,6.27,Restaurants,QSR,South Dakota,23798,Restaurants - QSR
307,380,1895,Tropical Smoothie,2405,5.4,Restaurants,QSR,Wisconsin,5764,Restaurants - QSR
308,677,1733,AutoZone,2405,4.84,Autos,Auto Parts & Services,Tennessee,10703,Autos - Auto Parts & Services
309,357,1907,Whole Foods Market,2405,40.9,Grocers,Supermarkets,Vermont,5494,Grocers - Supermarkets
310,40,1899,Valvoline Instant Oil Change,2405,31.79,Autos,Auto Parts & Services,Pennsylvania,543,Autos - Auto Parts & Services
311,385,1879,Sonic Drive-In,2406,11.36,Restaurants,QSR,Texas,5839,Restaurants - QSR
312,1155,1884,Taco Bell,2406,5.96,Restaurants,QSR,Ohio,17592,Restaurants - QSR
313,1531,1841,PartsGeek,2406,88.28,Autos,Auto Parts & Services,New Hampshire,22575,Autos - Auto Parts & Services
314,749,1862,Romano's Macaroni Grill,2406,78.09,Restaurants,Casual Dining,Texas,11617,Restaurants - Casual Dining
315,1418,1727,Applebee's,2406,36.71,Restaurants,Casual Dining,Texas,21148,Restaurants - Casual Dining
316,504,1872,ShopRite,2406,111.89,Grocers,Supermarkets,New Jersey,7862,Grocers - Supermarkets
317,796,1839,Panera Bread,2406,12.23,Restaurants,Fast Casual,Pennsylvania,12322,Restaurants - Fast Casual
318,517,1907,Whole Foods Market,2406,21.72,Grocers,Supermarkets,Virginia,8176,Grocers - Supermarkets
319,129,1846,Pizza Hut,2406,13.0,Restaurants,QSR,Ohio,1919,Restaurants - QSR
320,430,1894,Trader Joe's,2406,209.38,Grocers,Supermarkets,North Carolina,6618,Grocers - Supermarkets
321,1231,1894,Trader Joe's,2406,8.47,Grocers,Supermarkets,Maryland,18475,Grocers - Supermarkets
322,1245,1907,Whole Foods Market,2406,60.2,Grocers,Supermarkets,Pennsylvania,18671,Grocers - Supermarkets
323,246,1787,Fry's,2406,100.31,Grocers,Supermarkets,Georgia,3742,Grocers - Supermarkets
324,859,1879,Sonic Drive-In,2406,12.81,Restaurants,QSR,Massachusetts,13148,Restaurants - QSR
325,328,1834,Natural Grocers,2406,81.6,Grocers,Supermarkets,Washington,5135,Grocers - Supermarkets
326,491,1907,Whole Foods Market,2406,37.19,Grocers,Supermarkets,New Hampshire,7651,Grocers - Supermarkets
327,675,1872,ShopRite,2406,30.38,Grocers,Supermarkets,Pennsylvania,10678,Grocers - Supermarkets
328,670,1790,Goodyear Tire & Rubber,2406,25.0,Autos,Auto Parts & Services,Ohio,10580,Autos - Auto Parts & Services
329,323,1831,Mister Car Wash,2406,45.989999999999995,Autos,Auto Parts & Services,Tennessee,5055,Autos - Auto Parts & Services
330,987,1879,Sonic Drive-In,2406,14.76,Restaurants,QSR,Tennessee,14991,Restaurants - QSR
331,1696,1907,Whole Foods Market,2406,35.51,Grocers,Supermarkets,Illinois,24674,Grocers - Supermarkets
332,1190,1872,ShopRite,2406,28.85,Grocers,Supermarkets,New Jersey,17854,Grocers - Supermarkets
333,323,1733,AutoZone,2406,30.47,Autos,Auto Parts & Services,Tennessee,5054,Autos - Auto Parts & Services
334,579,1749,Chili's,2406,23.65,Restaurants,Casual Dining,California,9112,Restaurants - Casual Dining
335,1704,1884,Taco Bell,2406,5.98,Restaurants,QSR,Washington,24782,Restaurants - QSR
336,161,1733,AutoZone,2406,17.79,Autos,Auto Parts & Services,Maryland,2491,Autos - Auto Parts & Services
337,1516,1766,DoorDash,2406,49.87,Restaurants,Delivery Aggregators,California,22311,Restaurants - Delivery Aggregators
338,634,1733,AutoZone,2406,292.58,Autos,Auto Parts & Services,Georgia,9906,Autos - Auto Parts & Services
339,661,1839,Panera Bread,2406,19.8,Restaurants,Fast Casual,Minnesota,10389,Restaurants - Fast Casual
340,665,1894,Trader Joe's,2406,47.79,Grocers,Supermarkets,Pennsylvania,10514,Grocers - Supermarkets
341,561,1894,Trader Joe's,2406,45.28,Grocers,Supermarkets,Virginia,8825,Grocers - Supermarkets
342,853,1727,Applebee's,2406,24.04,Restaurants,Casual Dining,Indiana,13012,Restaurants - Casual Dining
343,1109,1787,Fry's,2406,16.71,Grocers,Supermarkets,Texas,16893,Grocers - Supermarkets
344,648,1879,Sonic Drive-In,2406,12.35,Restaurants,QSR,Ohio,10194,Restaurants - QSR
345,1553,1839,Panera Bread,2406,7.48,Restaurants,Fast Casual,Pennsylvania,22839,Restaurants - Fast Casual
346,388,1833,NAPA Auto Parts,2406,101.74,Autos,Auto Parts & Services,Washington,5905,Autos - Auto Parts & Services
347,273,1815,Lowes Foods,2406,6.41,Grocers,Supermarkets,South Carolina,4273,Grocers - Supermarkets
348,944,1857,Raley's,2406,9.98,Grocers,Supermarkets,California,14280,Grocers - Supermarkets
349,210,1749,Chili's,2406,32.53,Restaurants,Casual Dining,Pennsylvania,3209,Restaurants - Casual Dining
350,1661,1837,Outback Steakhouse,2406,121.18,Restaurants,Casual Dining,New Jersey,24227,Restaurants - Casual Dining
351,1655,1749,Chili's,2406,37.47,Restaurants,Casual Dining,Michigan,24145,Restaurants - Casual Dining
352,479,1872,ShopRite,2406,89.74,Grocers,Supermarkets,New Jersey,7292,Grocers - Supermarkets
353,1563,1838,Panda Express,2406,31.5,Restaurants,Fast Casual,Hawaii,22944,Restaurants - Fast Casual
354,240,1840,Papa John's,2406,23.74,Restaurants,QSR,California,3592,Restaurants - QSR
355,967,1898,Universal Studios,2406,-273.1,Events & Attractions,Theme Parks,Florida,14828,Events & Attractions - Theme Parks
356,222,1884,Taco Bell,2406,7.17,Restaurants,QSR,Washington,3377,Restaurants - QSR
357,1337,1839,Panera Bread,2406,39.72,Restaurants,Fast Casual,Hawaii,20003,Restaurants - Fast Casual
358,96,1727,Applebee's,2406,25.96,Restaurants,Casual Dining,Maryland,1328,Restaurants - Casual Dining
359,485,1838,Panda Express,2406,39.35,Restaurants,Fast Casual,California,7411,Restaurants - Fast Casual
360,1143,1884,Taco Bell,2406,5.28,Restaurants,QSR,Texas,17361,Restaurants - QSR
361,252,1733,AutoZone,2406,83.43,Autos,Auto Parts & Services,Pennsylvania,3980,Autos - Auto Parts & Services
362,884,1813,Life Time Fitness,2406,100.0,Fitness,Gyms,Minnesota,13392,Fitness - Gyms
363,887,1762,Denny's,2406,5.33,Restaurants,Casual Dining,Florida,13428,Restaurants - Casual Dining
364,361,1877,Smokey Bones Bar & Fire Grill,2406,69.83,Restaurants,Casual Dining,Ohio,5540,Restaurants - Casual Dining
365,1361,1839,Panera Bread,2406,5.28,Restaurants,Fast Casual,Ohio,20478,Restaurants - Fast Casual
366,1429,1884,Taco Bell,2406,11.54,Restaurants,QSR,Texas,21386,Restaurants - QSR
367,1109,1733,AutoZone,2406,63.18,Autos,Auto Parts & Services,Texas,16869,Autos - Auto Parts & Services
368,1628,1727,Applebee's,2407,10.63,Restaurants,Casual Dining,South Dakota,23796,Restaurants - Casual Dining
369,202,1787,Fry's,2407,266.63,Grocers,Supermarkets,Arizona,3019,Grocers - Supermarkets
370,1035,1901,Vons,2407,7.97,Grocers,Supermarkets,California,15861,Grocers - Supermarkets
371,1532,1721,AAA,2407,125.0,Autos,Auto Parts & Services,California,22587,Autos - Auto Parts & Services
372,850,1884,Taco Bell,2407,43.25,Restaurants,QSR,Mississippi,12997,Restaurants - QSR
373,1628,1839,Panera Bread,2407,21.94,Restaurants,Fast Casual,South Dakota,23804,Restaurants - Fast Casual
374,282,1884,Taco Bell,2407,16.3,Restaurants,QSR,Indiana,4427,Restaurants - QSR
375,1462,1733,AutoZone,2407,55.73,Autos,Auto Parts & Services,Texas,21633,Autos - Auto Parts & Services
376,579,1749,Chili's,2407,35.9,Restaurants,Casual Dining,California,9113,Restaurants - Casual Dining
377,760,1839,Panera Bread,2407,5.81,Restaurants,Fast Casual,Florida,11909,Restaurants - Fast Casual
378,897,1838,Panda Express,2407,40.86,Restaurants,Fast Casual,Delaware,13640,Restaurants - Fast Casual
379,1586,1758,D&W Fresh Market,2407,22.79,Grocers,Supermarkets,Illinois,23309,Grocers - Supermarkets
380,1201,1760,Dairy Queen,2407,8.21,Restaurants,QSR,Georgia,17989,Restaurants - QSR
381,1704,1894,Trader Joe's,2407,7.96,Grocers,Supermarkets,Washington,24803,Grocers - Supermarkets
382,1614,1731,Auntie Anne's,2407,3.62,Restaurants,QSR,Florida,23677,Restaurants - QSR
383,106,1884,Taco Bell,2407,1.74,Restaurants,QSR,Washington,1474,Restaurants - QSR
384,460,1895,Tropical Smoothie,2407,4.99,Restaurants,QSR,Ohio,7103,Restaurants - QSR
385,1402,1755,Cook Out,2407,7.08,Restaurants,QSR,Vermont,20969,Restaurants - QSR
386,1619,1884,Taco Bell,2407,13.45,Restaurants,QSR,Oklahoma,23731,Restaurants - QSR
387,751,1907,Whole Foods Market,2407,119.32,Grocers,Supermarkets,Florida,11644,Grocers - Supermarkets
388,1023,1869,Schlotzsky's,2407,15.07,Restaurants,Fast Casual,Texas,15638,Restaurants - Fast Casual
389,1233,1790,Goodyear Tire & Rubber,2407,107.94,Autos,Auto Parts & Services,New York,18497,Autos - Auto Parts & Services
390,637,1906,White Castle,2407,5.69,Restaurants,QSR,Kentucky,10010,Restaurants - QSR
391,955,1836,Olive Garden,2407,18.16,Restaurants,Casual Dining,Texas,14622,Restaurants - Casual Dining
392,471,1884,Taco Bell,2407,26.52,Restaurants,QSR,Ohio,7202,Restaurants - QSR
393,1704,1884,Taco Bell,2407,7.05,Restaurants,QSR,Washington,24783,Restaurants - QSR
394,1069,1770,Eventbrite,2407,85.39,Events & Attractions,Booking Platforms,District of Columbia,16403,Events & Attractions - Booking Platforms
395,362,1869,Schlotzsky's,2407,8.1,Restaurants,Fast Casual,Texas,5562,Restaurants - Fast Casual
396,1077,1895,Tropical Smoothie,2407,5.47,Restaurants,QSR,North Carolina,16515,Restaurants - QSR
397,41,1800,Ingles Markets,2407,3.1,Grocers,Supermarkets,South Carolina,548,Grocers - Supermarkets
398,1704,1724,Albertsons,2407,15.07,Grocers,Supermarkets,Washington,24730,Grocers - Supermarkets
399,1370,1840,Papa John's,2407,46.62,Restaurants,QSR,Ohio,20558,Restaurants - QSR
400,1422,1749,Chili's,2407,56.66,Restaurants,Casual Dining,Virginia,21230,Restaurants - Casual Dining
401,818,1883,TGI Fridays,2407,70.0,Restaurants,Casual Dining,Maryland,12627,Restaurants - Casual Dining
402,1480,1733,AutoZone,2407,27.04,Autos,Auto Parts & Services,Ohio,21880,Autos - Auto Parts & Services
403,1641,1886,Texas Roadhouse,2407,74.7,Restaurants,Casual Dining,Pennsylvania,23979,Restaurants - Casual Dining
404,690,1884,Taco Bell,2407,5.63,Restaurants,QSR,New Mexico,10873,Restaurants - QSR
405,777,1788,Fuzzy's Taco Shop,2407,7.16,Restaurants,Fast Casual,Kansas,12153,Restaurants - Fast Casual
406,302,1837,Outback Steakhouse,2407,45.55,Restaurants,Casual Dining,West Virginia,4678,Restaurants - Casual Dining
407,787,1824,Marie Callender's,2407,45.25,Restaurants,Casual Dining,Pennsylvania,12246,Restaurants - Casual Dining
408,576,1879,Sonic Drive-In,2407,3.7,Restaurants,QSR,Kentucky,9103,Restaurants - QSR
409,431,1811,Legal Sea Foods,2407,37.0,Restaurants,Casual Dining,New Jersey,6629,Restaurants - Casual Dining
410,82,1894,Trader Joe's,2407,6.27,Grocers,Supermarkets,Texas,1078,Grocers - Supermarkets
411,911,1846,Pizza Hut,2407,11.89,Restaurants,QSR,Texas,13893,Restaurants - QSR
412,1696,1894,Trader Joe's,2407,75.63,Grocers,Supermarkets,Illinois,24642,Grocers - Supermarkets
413,1695,1894,Trader Joe's,2407,35.89,Grocers,Supermarkets,Texas,24623,Grocers - Supermarkets
414,955,1838,Panda Express,2407,24.03,Restaurants,Fast Casual,Texas,14623,Restaurants - Fast Casual
415,356,1903,Waffle House,2407,12.72,Restaurants,Casual Dining,Virginia,5491,Restaurants - Casual Dining
416,1155,1879,Sonic Drive-In,2407,25.58,Restaurants,QSR,Ohio,17591,Restaurants - QSR
417,288,1879,Sonic Drive-In,2407,4.52,Restaurants,QSR,Texas,4546,Restaurants - QSR
418,375,1840,Papa John's,2407,20.12,Restaurants,QSR,Maryland,5694,Restaurants - QSR
419,266,1846,Pizza Hut,2407,15.38,Restaurants,QSR,Virginia,4161,Restaurants - QSR
420,1342,1805,Key Food,2407,40.55,Grocers,Supermarkets,New York,20035,Grocers - Supermarkets
421,1353,1777,Food 4 Less,2407,47.43,Grocers,Discount Grocers,Michigan,20340,Grocers - Discount Grocers
422,320,1907,Whole Foods Market,2407,6.43,Grocers,Supermarkets,Arizona,5044,Grocers - Supermarkets
423,288,1789,Golden Chick,2407,11.35,Restaurants,QSR,Texas,4511,Restaurants - QSR
424,1575,1884,Taco Bell,2407,18.06,Restaurants,QSR,California,23156,Restaurants - QSR
425,1437,1727,Applebee's,2407,79.3,Restaurants,Casual Dining,South Carolina,21421,Restaurants - Casual Dining
426,1658,1872,ShopRite,2407,18.97,Grocers,Supermarkets,New Jersey,24184,Grocers - Supermarkets
427,555,1760,Dairy Queen,2407,5.5,Restaurants,QSR,Missouri,8622,Restaurants - QSR
428,23,1837,Outback Steakhouse,2407,31.43,Restaurants,Casual Dining,Maryland,298,Restaurants - Casual Dining
429,304,1839,Panera Bread,2407,18.2,Restaurants,Fast Casual,Ohio,4693,Restaurants - Fast Casual
430,1487,1840,Papa John's,2407,18.19,Restaurants,QSR,Florida,21946,Restaurants - QSR
431,674,1884,Taco Bell,2407,13.65,Restaurants,QSR,Georgia,10663,Restaurants - QSR
432,521,1838,Panda Express,2408,11.02,Restaurants,Fast Casual,Oregon,8221,Restaurants - Fast Casual
433,1371,1879,Sonic Drive-In,2408,5.93,Restaurants,QSR,Alabama,20568,Restaurants - QSR
434,1513,1884,Taco Bell,2408,16.42,Restaurants,QSR,South Carolina,22284,Restaurants - QSR
435,526,1839,Panera Bread,2408,14.49,Restaurants,Fast Casual,Indiana,8308,Restaurants - Fast Casual
436,185,1884,Taco Bell,2408,9.86,Restaurants,QSR,Pennsylvania,2803,Restaurants - QSR
437,396,1733,AutoZone,2408,18.49,Autos,Auto Parts & Services,Texas,6011,Autos - Auto Parts & Services
438,1310,1733,AutoZone,2408,6.47,Autos,Auto Parts & Services,Texas,19697,Autos - Auto Parts & Services
439,1383,1903,Waffle House,2408,12.94,Restaurants,Casual Dining,Georgia,20716,Restaurants - Casual Dining
440,693,1839,Panera Bread,2408,19.44,Restaurants,Fast Casual,Pennsylvania,10905,Restaurants - Fast Casual
441,1369,1846,Pizza Hut,2408,12.0,Restaurants,QSR,Maryland,20550,Restaurants - QSR
442,332,1894,Trader Joe's,2408,41.77,Grocers,Supermarkets,Virginia,5176,Grocers - Supermarkets
443,274,1884,Taco Bell,2408,5.97,Restaurants,QSR,Texas,4299,Restaurants - QSR
444,1602,1836,Olive Garden,2408,60.0,Restaurants,Casual Dining,Texas,23584,Restaurants - Casual Dining
445,202,1787,Fry's,2408,81.82,Grocers,Supermarkets,Arizona,3020,Grocers - Supermarkets
446,1132,1731,Auntie Anne's,2408,3.95,Restaurants,QSR,Pennsylvania,17186,Restaurants - QSR
447,1501,1894,Trader Joe's,2408,20.13,Grocers,Supermarkets,California,22176,Grocers - Supermarkets
448,1109,1787,Fry's,2408,211.18,Grocers,Supermarkets,Texas,16894,Grocers - Supermarkets
449,124,1733,AutoZone,2408,11.9,Autos,Auto Parts & Services,Texas,1815,Autos - Auto Parts & Services
450,418,1839,Panera Bread,2408,9.37,Restaurants,Fast Casual,Michigan,6443,Restaurants - Fast Casual
451,22,1884,Taco Bell,2408,10.88,Restaurants,QSR,Idaho,277,Restaurants - QSR
452,1586,1758,D&W Fresh Market,2408,31.33,Grocers,Supermarkets,Illinois,23310,Grocers - Supermarkets
453,421,1800,Ingles Markets,2408,27.89,Grocers,Supermarkets,North Carolina,6496,Grocers - Supermarkets
454,832,1733,AutoZone,2408,21.03,Autos,Auto Parts & Services,Pennsylvania,12751,Autos - Auto Parts & Services
455,248,1839,Panera Bread,2408,11.46,Restaurants,Fast Casual,Florida,3896,Restaurants - Fast Casual
456,1594,1760,Dairy Queen,2408,24.88,Restaurants,QSR,Georgia,23480,Restaurants - QSR
457,661,1839,Panera Bread,2408,22.46,Restaurants,Fast Casual,Minnesota,10390,Restaurants - Fast Casual
458,311,1837,Outback Steakhouse,2408,119.17,Restaurants,Casual Dining,Pennsylvania,4878,Restaurants - Casual Dining
459,1655,1836,Olive Garden,2408,31.21,Restaurants,Casual Dining,Michigan,24146,Restaurants - Casual Dining
460,1553,1839,Panera Bread,2408,5.13,Restaurants,Fast Casual,Pennsylvania,22840,Restaurants - Fast Casual
461,871,1777,Food 4 Less,2408,13.76,Grocers,Discount Grocers,Texas,13241,Grocers - Discount Grocers
462,50,1733,AutoZone,2408,12.99,Autos,Auto Parts & Services,Washington,621,Autos - Auto Parts & Services
463,1043,1895,Tropical Smoothie,2408,5.71,Restaurants,QSR,Alabama,15995,Restaurants - QSR
464,568,1889,Tijuana Flats,2408,16.91,Restaurants,Casual Dining,Florida,8988,Restaurants - Casual Dining
465,944,1884,Taco Bell,2408,24.39,Restaurants,QSR,California,14393,Restaurants - QSR
