,u,i,ts,label,idx
1425,34,1,1523664000.0,-38.8,432
1426,351,5,1523750400.0,7.99,4068
1427,325,7,1523750400.0,69.82,3699
1428,401,3,1523750400.0,134.92,4414
1429,346,4,1523750400.0,480.09,3991
1430,483,7,1523836800.0,41.83,5411
1431,26,7,1523836800.0,39.33,351
1432,293,3,1523836800.0,103.83,3363
1433,319,7,1523923200.0,-12.93,3670
1434,114,10,1523923200.0,109.17,1159
1435,479,1,1524009600.0,982.49,5370
1436,298,1,1524009600.0,10.93,3420
1437,146,5,1524182400.0,3.99,1519
1438,265,2,1524182400.0,6.88,2885
1439,262,2,1524182400.0,2.35,2831
1440,325,7,1524268800.0,23.92,3700
1441,351,8,1524268800.0,175.75,4104
1442,207,8,1524441600.0,20.0,2107
1443,136,8,1524441600.0,92.0,1363
1444,265,3,1524441600.0,101.71,2957
1445,89,7,1524441600.0,19.61,923
1446,301,3,1524528000.0,167.96,3479
1447,34,1,1524528000.0,-465.6,433
1448,159,5,1524528000.0,12.87,1660
1449,48,7,1524528000.0,55.53,606
1450,435,10,1524614400.0,128.66,4996
1451,129,10,1524614400.0,127.22,1313
1452,53,3,1524614400.0,213.98,657
1453,242,10,1524700800.0,100.0,2496
1454,294,1,1524700800.0,247.65,3407
1455,265,2,1524700800.0,15.51,2886
1456,456,4,1524787200.0,187.62,5152
1457,347,7,1524787200.0,53.24,4002
1458,196,10,1524787200.0,74.54,1955
1459,356,7,1524787200.0,45.26,4152
1460,66,3,1524787200.0,70.49,760
1461,261,7,1524787200.0,52.39,2748
1462,261,7,1524873600.0,57.33,2749
1463,456,4,1524873600.0,125.08,5153
1464,444,7,1524960000.0,29.75,5103
1465,3,5,1524960000.0,10.81,14
1466,464,1,1524960000.0,214.25,5235
1467,148,7,1525046400.0,210.01,1548
1468,407,8,1525046400.0,20.0,4509
1469,440,7,1525046400.0,74.9,5048
1470,3,5,1525046400.0,8.65,15
1471,244,1,1525132800.0,296.12,2509
1472,34,1,1525219200.0,-139.68,434
1473,289,1,1525219200.0,683.82,3224
1474,347,7,1525305600.0,10.87,4003
1475,225,3,1525305600.0,112.49,2316
1476,283,7,1525305600.0,67.31,3135
1477,7,7,1525392000.0,21.35,103
1478,333,3,1525478400.0,138.47,3820
1479,207,8,1525478400.0,145.36,2108
1480,431,3,1525478400.0,91.55,4911
1481,456,4,1525478400.0,98.58,5154
1482,88,3,1525478400.0,5.33,919
1483,12,3,1525564800.0,74.32,200
1484,332,3,1525651200.0,10.0,3798
1485,34,1,1525651200.0,-77.6,435
1486,299,1,1525651200.0,188.8,3426
1487,343,1,1525737600.0,328.9,3905
1488,144,7,1525737600.0,47.01,1467
1489,265,2,1525737600.0,22.96,2887
1490,23,5,1525824000.0,10.0,318
1491,265,2,1525824000.0,22.78,2888
1492,407,8,1525910400.0,64.83,4510
1493,19,7,1525996800.0,12.96,248
1494,284,7,1525996800.0,40.61,3161
1495,136,8,1525996800.0,20.0,1364
1496,144,7,1526083200.0,59.84,1468
1497,206,7,1526083200.0,26.650000000000002,2042
1498,206,7,1526169600.0,-17.85,2043
1499,332,3,1526169600.0,18.85,3799
1500,13,1,1526169600.0,137.14,218
1501,122,3,1526169600.0,85.81,1230
1502,208,3,1526169600.0,95.03,2118
1503,324,8,1526256000.0,203.5,3680
1504,137,7,1526256000.0,25.0,1370
1505,142,3,1526256000.0,122.33,1411
1506,324,8,1526342400.0,20.0,3681
1507,287,2,1526342400.0,4.83,3184
1508,293,3,1526342400.0,103.83,3364
1509,34,1,1526428800.0,-155.2,436
1510,317,8,1526428800.0,20.0,3643
1511,397,7,1526515200.0,22.73,4378
1512,153,10,1526515200.0,78.96,1616
1513,419,2,1526515200.0,26.24,4660
1514,244,7,1526515200.0,143.97,2518
1515,387,5,1526601600.0,20.0,4258
1516,159,8,1526601600.0,20.0,1675
1517,261,7,1526688000.0,10.0,2750
1518,242,10,1526688000.0,100.0,2497
1519,261,7,1526774400.0,179.98000000000002,2751
1520,26,7,1526947200.0,31.05,352
1521,34,1,1526947200.0,-38.8,437
1522,136,8,1526947200.0,172.0,1365
1523,419,7,1527033600.0,45.16,4738
1524,265,3,1527033600.0,101.71,2958
1525,497,2,1527033600.0,4.1,5521
1526,431,7,1527120000.0,23.49,4931
1527,301,3,1527120000.0,95.1,3480
1528,92,3,1527120000.0,69.91,960
1529,207,8,1527120000.0,20.0,2109
1530,242,4,1527206400.0,62.64,2466
1531,443,3,1527206400.0,87.7,5090
1532,343,1,1527206400.0,233.54,3906
1533,419,2,1527206400.0,23.46,4661
1534,53,3,1527206400.0,213.98,658
1535,244,7,1527206400.0,-50.88,2519
1536,66,3,1527292800.0,70.49,761
1537,84,2,1527292800.0,14.58,875
1538,436,5,1527379200.0,20.0,5002
1539,84,2,1527379200.0,7.44,876
1540,343,1,1527379200.0,186.98,3907
1541,159,8,1527465600.0,140.09,1676
1542,419,4,1527465600.0,58.0,4708
1543,351,8,1527552000.0,20.0,4105
1544,206,3,1527552000.0,68.37,2003
1545,231,5,1527552000.0,15.99,2396
1546,34,1,1527638400.0,-294.88,438
1547,317,8,1527638400.0,18.0,3644
1548,419,2,1527724800.0,16.4,4662
1549,49,1,1527811200.0,32.79,613
1550,431,3,1527897600.0,91.55,4912
1551,165,7,1527897600.0,49.82,1772
1552,140,5,1527897600.0,6.24,1388
1553,283,7,1527897600.0,10.6,3136
1554,324,8,1527897600.0,78.0,3682
1555,333,3,1527984000.0,130.99,3821
1556,97,1,1527984000.0,450.08,987
1557,401,3,1527984000.0,147.77,4415
1558,490,1,1527984000.0,156.05,5453
1559,437,7,1527984000.0,60.62,5021
1560,20,7,1528070400.0,58.97,252
1561,140,5,1528070400.0,0.99,1389
1562,490,1,1528070400.0,203.79,5454
1563,347,7,1528070400.0,73.89,4004
1564,207,8,1528156800.0,83.88,2110
1565,220,7,1528243200.0,701.35,2241
1566,419,2,1528243200.0,24.43,4663
1567,7,7,1528243200.0,10.7,104
1568,12,3,1528243200.0,53.07,201
1569,308,7,1528329600.0,129.21,3544
1570,289,7,1528416000.0,47.03,3282
1571,481,4,1528416000.0,132.68,5391
1572,444,1,1528416000.0,64.77,5095
1573,221,1,1528502400.0,1297.77,2259
1574,52,5,1528675200.0,19.99,639
1575,159,8,1528675200.0,20.0,1677
1576,287,5,1528675200.0,42.39,3186
1577,20,7,1528675200.0,35.8,253
1578,122,3,1528675200.0,85.81,1231
1579,34,1,1528761600.0,-279.36,439
1580,481,4,1528761600.0,-138.56,5392
1581,92,3,1528848000.0,69.91,961
1582,142,3,1528848000.0,110.15,1412
1583,220,7,1528934400.0,37.36,2242
1584,224,1,1528934400.0,20.6,2287
1585,497,2,1528934400.0,3.69,5522
1586,440,7,1528934400.0,36.38,5049
1587,490,1,1528934400.0,244.32,5455
1588,48,7,1529020800.0,55.53,607
1589,159,5,1529020800.0,24.99,1661
1590,497,2,1529020800.0,6.32,5523
1591,419,4,1529020800.0,301.0,4709
1592,327,10,1529020800.0,200.94,3746
1593,343,1,1529020800.0,328.9,3908
1594,293,3,1529020800.0,103.83,3365
1595,224,1,1529107200.0,-20.6,2288
1596,89,7,1529107200.0,25.44,924
1597,152,5,1529107200.0,15.0,1556
1598,437,7,1529107200.0,137.48,5022
1599,419,4,1529193600.0,146.0,4710
1600,140,5,1529193600.0,14.99,1390
1601,265,2,1529280000.0,2.87,2889
1602,351,8,1529280000.0,142.75,4106
1603,109,10,1529280000.0,22.37,1085
1604,287,5,1529280000.0,21.19,3187
1605,265,2,1529366400.0,2.87,2890
1606,97,1,1529366400.0,-59.22,988
1607,116,7,1529366400.0,40.52,1164
1608,447,7,1529452800.0,47.19,5125
1609,152,5,1529452800.0,24.99,1557
1610,224,1,1529452800.0,22.7,2289
1611,208,3,1529452800.0,110.02,2119
1612,173,10,1529539200.0,123.1,1790
1613,97,1,1529539200.0,-186.1,989
1614,343,1,1529625600.0,233.54,3909
1615,327,10,1529625600.0,97.97,3747
1616,73,7,1529712000.0,39.9,820
1617,265,3,1529712000.0,107.23,2959
1618,52,5,1529712000.0,15.0,640
1619,327,10,1529712000.0,12.97,3748
1620,10,8,1529712000.0,20.0,175
1621,86,1,1529798400.0,98.2,890
1622,208,3,1529798400.0,17.09,2120
1623,53,3,1529798400.0,213.98,659
1624,401,3,1529798400.0,147.77,4416
1625,225,3,1529798400.0,112.49,2317
1626,394,10,1529884800.0,169.59,4358
1627,343,1,1529884800.0,186.97,3910
1628,52,5,1529884800.0,9.99,641
1629,10,8,1529971200.0,-20.0,176
1630,34,1,1529971200.0,-488.88,440
1631,324,8,1529971200.0,131.75,3683
1632,301,3,1529971200.0,29.0,3481
1633,325,7,1529971200.0,135.43,3701
1634,66,3,1530057600.0,84.47,762
1635,86,1,1530144000.0,682.3,891
1636,220,7,1530144000.0,56.84,2243
1637,394,10,1530144000.0,763.18,4359
1638,343,1,1530230400.0,315.03,3911
1639,298,1,1530230400.0,1472.25,3421
1640,419,7,1530230400.0,25.81,4739
1641,208,3,1530230400.0,17.09,2121
1642,206,3,1530230400.0,68.37,2004
1643,301,3,1530230400.0,95.1,3482
1644,261,7,1530316800.0,55.77,2752
1645,263,7,1530316800.0,107.59,2846
1646,86,1,1530316800.0,204.71,892
1647,152,5,1530316800.0,19.99,1558
1648,10,8,1530403200.0,157.31,177
1649,333,3,1530403200.0,133.13,3822
1650,231,5,1530489600.0,39.99,2397
1651,483,7,1530489600.0,105.11,5412
1652,287,5,1530576000.0,21.19,3188
1653,431,3,1530576000.0,91.55,4913
1654,490,1,1530662400.0,144.2,5456
1655,7,7,1530662400.0,10.7,105
1656,86,1,1530662400.0,340.59,893
1657,300,7,1530662400.0,140.8,3431
1658,343,1,1530662400.0,278.23,3912
1659,220,7,1530748800.0,-37.36,2244
1660,86,1,1530748800.0,203.8,894
1661,257,1,1530748800.0,1965.93,2622
1662,283,7,1530748800.0,10.6,3137
1663,356,7,1530748800.0,57.24,4153
1664,208,3,1530835200.0,27.09,2122
1665,373,7,1530835200.0,38.76,4215
1666,261,7,1530921600.0,75.9,2753
1667,344,1,1530921600.0,367.15,3927
1668,225,3,1530921600.0,123.15,2318
1669,236,9,1531008000.0,240.0,2432
1670,152,5,1531094400.0,26.98,1559
1671,12,3,1531094400.0,74.32,202
1672,60,2,1531094400.0,5.98,729
1673,419,2,1531180800.0,6.65,4664
1674,324,8,1531180800.0,20.0,3684
1675,431,10,1531267200.0,256.94,4958
1676,122,3,1531353600.0,85.81,1232
1677,424,2,1531440000.0,6.86,4800
1678,152,5,1531440000.0,24.99,1560
1679,104,1,1531526400.0,174.73,1056
1680,293,3,1531612800.0,104.31,3366
1681,142,3,1531699200.0,165.15,1413
1682,107,4,1531785600.0,167.88,1076
1683,354,10,1531872000.0,51.46,4133
1684,52,5,1531958400.0,4.99,642
1685,470,5,1532044800.0,9.99,5308
1686,342,8,1532131200.0,20.0,3894
1687,242,10,1532217600.0,278.8,2498
1688,320,2,1532217600.0,5.35,3672
1689,230,3,1532217600.0,83.11,2363
1690,401,3,1532304000.0,149.89,4417
1691,265,3,1532304000.0,107.05,2960
1692,206,7,1532304000.0,151.2,2044
1693,242,10,1532304000.0,16.91,2499
1694,424,2,1532390400.0,10.51,4801
1695,92,3,1532390400.0,69.91,962
1696,115,7,1532390400.0,149.44,1161
1697,230,3,1532390400.0,83.11,2364
1698,61,10,1532390400.0,91.05,739
1699,301,3,1532390400.0,99.49,3483
1700,53,3,1532476800.0,213.98,660
1701,49,1,1532476800.0,-29.0,614
1702,325,7,1532476800.0,10.0,3702
1703,437,7,1532476800.0,30.31,5023
1704,342,8,1532563200.0,28.0,3895
1705,114,9,1532563200.0,125.0,1157
1706,325,7,1532563200.0,35.23,3703
1707,470,5,1532563200.0,39.99,5309
1708,66,3,1532649600.0,70.49,763
1709,265,2,1532649600.0,18.4,2891
1710,325,7,1532649600.0,99.59,3704
1711,448,7,1532649600.0,38.12,5129
1712,256,7,1532649600.0,66.78,2602
1713,116,7,1532736000.0,143.94,1165
1714,61,10,1532736000.0,-80.47,740
1715,206,3,1532736000.0,68.37,2005
1716,230,3,1532736000.0,10.7,2365
1717,317,7,1532822400.0,20.33,3622
1718,325,7,1532822400.0,-99.59,3705
1719,20,7,1532822400.0,42.4,254
1720,407,8,1532822400.0,20.0,4511
1721,332,3,1532908800.0,180.0,3800
1722,344,7,1532908800.0,25.0,3955
1723,396,10,1532995200.0,184.74,4370
1724,299,1,1533081600.0,188.79,3427
1725,431,3,1533168000.0,91.75,4914
1726,225,3,1533254400.0,112.49,2319
1727,265,2,1533254400.0,5.62,2892
1728,265,2,1533340800.0,5.95,2893
1729,401,3,1533340800.0,147.77,4418
1730,481,4,1533427200.0,85.79,5393
1731,283,7,1533513600.0,10.6,3138
1732,7,7,1533513600.0,10.7,106
1733,12,3,1533513600.0,74.32,203
1734,206,7,1533513600.0,67.2,2045
1735,347,7,1533600000.0,39.11,4005
1736,351,5,1533600000.0,7.99,4069
1737,127,10,1533686400.0,57.22,1289
1738,419,2,1533686400.0,11.15,4665
1739,86,1,1533772800.0,-167.99,895
1740,407,8,1533772800.0,16.98,4512
1741,333,3,1533945600.0,128.85,3823
1742,122,3,1533945600.0,85.81,1233
1743,52,5,1534032000.0,7.99,643
1744,344,1,1534032000.0,89.92,3928
1745,142,3,1534118400.0,165.15,1414
1746,206,7,1534118400.0,-27.3,2046
1747,127,1,1534118400.0,57.29,1286
1748,293,3,1534204800.0,104.31,3367
1749,456,7,1534204800.0,129.32,5164
1750,116,7,1534291200.0,34.12,1166
1751,20,7,1534291200.0,35.8,255
1752,221,7,1534291200.0,35.7,2261
1753,500,10,1534291200.0,107.17,5540
1754,48,7,1534377600.0,67.51,608
1755,365,7,1534377600.0,32.68,4200
1756,153,10,1534464000.0,304.78,1617
1757,52,5,1534464000.0,11.37,644
1758,256,7,1534464000.0,80.56,2603
1759,324,8,1534550400.0,232.0,3685
1760,440,5,1534723200.0,4.23,5036
1761,99,1,1534723200.0,488.38,995
1762,443,3,1534809600.0,40.0,5091
1763,153,10,1534809600.0,75.41,1618
1764,456,7,1534896000.0,-25.44,5165
1765,265,3,1534982400.0,107.05,2961
1766,261,7,1535068800.0,64.35,2754
1767,301,3,1535068800.0,95.1,3484
1768,162,10,1535155200.0,35.36,1703
1769,483,7,1535241600.0,235.95,5413
1770,199,8,1535241600.0,20.0,1962
1771,52,5,1535241600.0,5.42,645
1772,66,3,1535241600.0,70.49,764
1773,261,7,1535241600.0,69.85,2755
1774,53,3,1535328000.0,213.98,661
1775,256,7,1535414400.0,434.39,2604
1776,345,5,1535414400.0,10.81,3966
1777,206,3,1535500800.0,68.37,2006
1778,146,5,1535587200.0,26.8,1520
1779,289,7,1535587200.0,252.36,3283
1780,256,7,1535587200.0,290.02000000000004,2605
1781,343,1,1535673600.0,146.86,3913
1782,261,7,1535673600.0,32.82,2756
1783,324,8,1535760000.0,20.0,3686
1784,431,3,1535846400.0,91.75,4915
1785,7,7,1535932800.0,10.7,107
1786,74,7,1535932800.0,66.67,828
1787,401,3,1535932800.0,137.04,4419
1788,283,7,1536019200.0,10.6,3139
1789,162,10,1536019200.0,103.06,1704
1790,163,1,1536019200.0,269.95,1712
1791,153,10,1536019200.0,107.65,1619
1792,206,7,1536105600.0,99.97,2047
1793,300,7,1536105600.0,78.54,3432
1794,242,1,1536105600.0,160.69,2463
1795,12,3,1536192000.0,74.32,204
1796,283,7,1536278400.0,44.52,3140
1797,48,7,1536278400.0,66.64,609
1798,31,5,1536364800.0,5.4,380
1799,333,3,1536364800.0,130.99,3824
1800,265,2,1536364800.0,5.78,2894
1801,162,8,1536451200.0,20.0,1692
1802,440,5,1536451200.0,29.660000000000004,5037
1803,305,10,1536537600.0,288.98,3519
1804,31,5,1536624000.0,64.94,381
1805,122,3,1536624000.0,85.81,1234
1806,336,2,1536624000.0,14.67,3855
1807,116,7,1536710400.0,78.9,1167
1808,206,7,1536796800.0,-76.76,2048
1809,142,3,1536796800.0,165.15,1415
1810,293,3,1536883200.0,104.31,3368
1811,257,5,1536969600.0,32.66,2623
1812,242,1,1536969600.0,160.69,2464
1813,265,2,1536969600.0,2.68,2895
1814,467,7,1536969600.0,65.36,5288
1815,199,8,1537056000.0,106.56,1963
1816,152,5,1537056000.0,7.99,1561
1817,437,7,1537142400.0,28.15,5024
1818,359,1,1537142400.0,93.09,4180
1819,101,10,1537228800.0,284.68,1013
1820,273,3,1537228800.0,200.0,3002
1821,225,3,1537228800.0,112.49,2320
1822,257,5,1537401600.0,145.51999999999998,2624
1823,211,7,1537401600.0,89.03999999999999,2153
1824,162,8,1537488000.0,138.08,1693
1825,31,5,1537488000.0,108.24,382
1826,153,10,1537488000.0,271.04,1620
1827,52,5,1537574400.0,4.99,646
1828,305,9,1537574400.0,95.95,3518
1829,230,3,1537574400.0,89.63,2366
1830,52,1,1537574400.0,113.83,637
1831,351,5,1537574400.0,34.99,4070
1832,407,8,1537574400.0,20.0,4513
1833,257,5,1537574400.0,10.78,2625
1834,307,4,1537660800.0,252.08,3535
1835,265,3,1537660800.0,113.45,2962
1836,26,7,1537660800.0,49.68,353
1837,153,10,1537747200.0,34.97,1621
1838,301,3,1537747200.0,95.1,3485
1839,211,7,1537747200.0,110.35,2154
1840,162,8,1537747200.0,20.0,1694
1841,347,7,1537833600.0,74.97,4006
1842,443,3,1537833600.0,112.37,5092
1843,53,3,1537833600.0,213.98,662
1844,344,1,1537833600.0,314.34,3929
1845,464,3,1538006400.0,80.61,5240
1846,66,3,1538006400.0,85.49,765
1847,426,10,1538006400.0,239.47,4824
1848,333,3,1538006400.0,91.86,3825
1849,149,5,1538092800.0,3.99,1552
1850,476,1,1538092800.0,310.45,5360
1851,431,8,1538092800.0,254.18,4951
1852,153,10,1538092800.0,229.52,1622
1853,12,3,1538179200.0,74.87,205
1854,436,1,1538179200.0,151.74,4998
1855,476,1,1538179200.0,-310.45,5361
1856,260,5,1538179200.0,100.0,2645
1857,344,1,1538179200.0,314.33,3930
1858,435,1,1538265600.0,360.14,4978
1859,211,1,1538265600.0,171.66,2131
1860,260,5,1538265600.0,20.0,2646
1861,453,4,1538265600.0,93.28,5142
1862,352,3,1538265600.0,80.81,4122
1863,48,7,1538352000.0,57.71,610
1864,206,3,1538352000.0,68.37,2007
1865,265,2,1538438400.0,8.89,2896
1866,446,1,1538438400.0,669.06,5109
1867,431,3,1538524800.0,91.75,4916
1868,324,8,1538611200.0,235.0,3687
1869,225,3,1538611200.0,112.49,2321
1870,283,7,1538697600.0,10.6,3141
1871,7,7,1538697600.0,10.7,108
1872,12,3,1538784000.0,74.32,206
1873,289,9,1538870400.0,175.0,3322
1874,344,1,1538870400.0,-322.81,3931
1875,437,1,1538870400.0,184.24,5009
1876,483,7,1538956800.0,38.61,5414
1877,389,4,1538956800.0,14.88,4305
1878,256,7,1538956800.0,31.8,2606
1879,407,8,1539043200.0,10.45,4514
1880,157,1,1539043200.0,999.64,1639
1881,317,8,1539129600.0,190.0,3645
1882,401,3,1539216000.0,134.92,4420
1883,129,7,1539216000.0,43.5,1307
1884,293,3,1539302400.0,104.31,3369
1885,122,3,1539302400.0,85.81,1235
1886,3,5,1539388800.0,64.94,16
1887,261,7,1539388800.0,30.03,2757
1888,99,1,1539475200.0,2.18,996
1889,468,7,1539475200.0,114.0,5298
1890,142,3,1539475200.0,174.14,1416
1891,273,3,1539561600.0,238.0,3003
1892,419,4,1539561600.0,78.0,4711
1893,153,10,1539561600.0,396.71,1623
1894,211,1,1539648000.0,136.34,2132
1895,49,7,1539820800.0,12.84,620
1896,10,8,1539907200.0,20.0,178
1897,199,8,1539993600.0,20.0,1964
1898,152,5,1539993600.0,59.99,1562
1899,325,7,1540080000.0,26.42,3706
1900,230,3,1540166400.0,138.11,2367
1901,294,1,1540166400.0,287.41,3408
1902,203,1,1540166400.0,315.09,1979
1903,153,10,1540166400.0,215.3,1624
1904,419,2,1540166400.0,19.08,4666
1905,164,7,1540252800.0,15.0,1733
1906,347,7,1540252800.0,38.03,4007
1907,352,7,1540252800.0,143.1,4123
1908,325,7,1540252800.0,10.46,3707
1909,265,3,1540252800.0,107.05,2963
1910,301,3,1540339200.0,95.1,3486
1911,437,7,1540339200.0,97.43,5025
1912,53,3,1540425600.0,213.98,663
1913,413,4,1540598400.0,492.35,4547
1914,464,3,1540598400.0,80.61,5241
1915,341,7,1540598400.0,73.69,3891
1916,221,7,1540598400.0,35.7,2262
1917,225,3,1540684800.0,112.49,2322
1918,256,7,1540684800.0,73.63,2607
1919,66,3,1540771200.0,85.49,766
1920,206,3,1540771200.0,68.37,2008
1921,479,7,1540857600.0,87.89,5372
1922,401,3,1540944000.0,139.16,4421
1923,499,10,1540944000.0,76.28,5530
1924,343,1,1541030400.0,76.73,3914
1925,230,10,1541116800.0,348.58,2393
1926,31,5,1541116800.0,108.24,383
1927,440,7,1541116800.0,107.0,5050
1928,431,3,1541116800.0,91.85,4917
1929,207,8,1541203200.0,20.0,2111
1930,206,7,1541203200.0,118.65,2049
1931,3,5,1541203200.0,64.94,17
1932,256,7,1541289600.0,-1.29,2608
1933,3,5,1541289600.0,43.29,18
1934,7,7,1541289600.0,10.7,109
1935,341,7,1541289600.0,216.66,3892
1936,261,7,1541289600.0,40.76,2758
1937,211,1,1541376000.0,26.41,2133
1938,221,10,1541376000.0,272.81,2280
1939,10,8,1541376000.0,161.9,179
1940,283,7,1541376000.0,10.6,3142
1941,10,8,1541462400.0,-45.47,180
1942,443,3,1541462400.0,112.19,5093
1943,12,3,1541462400.0,101.68,207
1944,419,2,1541548800.0,14.51,4667
1945,343,1,1541548800.0,203.59,3915
1946,34,8,1541548800.0,0.0,442
1947,199,8,1541635200.0,224.53,1965
1948,419,2,1541635200.0,7.81,4668
1949,256,7,1541721600.0,121.26,2609
1950,379,4,1541721600.0,156.22,4235
1951,333,3,1541808000.0,598.0,3826
1952,122,3,1541808000.0,85.81,1236
1953,267,7,1541808000.0,30.6,2986
1954,359,1,1541808000.0,-93.09,4181
1955,261,7,1541808000.0,99.88,2759
1956,206,7,1541808000.0,150.15,2050
1957,3,5,1541808000.0,4.32,19
1958,3,5,1541894400.0,2.15,20
1959,104,1,1541980800.0,519.94,1057
1960,142,3,1542067200.0,199.8,1417
1961,279,5,1542067200.0,59.99,3034
1962,243,10,1542067200.0,298.4,2506
1963,265,2,1542067200.0,4.49,2897
1964,153,10,1542153600.0,337.73,1625
1965,293,3,1542153600.0,104.31,3370
1966,254,7,1542153600.0,106.57,2568
1967,489,5,1542240000.0,4.99,5443
1968,48,7,1542240000.0,51.39,611
1969,289,9,1542240000.0,-175.0,3323
1970,300,7,1542240000.0,90.64,3433
1971,341,7,1542326400.0,34.78,3893
1972,273,3,1542326400.0,200.0,3004
1973,207,8,1542326400.0,92.36,2112
1974,221,10,1542412800.0,705.05,2281
1975,260,10,1542499200.0,190.51,2706
1976,317,8,1542585600.0,76.0,3646
1977,227,1,1542585600.0,344.84,2360
1978,141,7,1542672000.0,7.29,1402
1979,3,5,1542672000.0,64.94,21
1980,230,3,1542844800.0,108.11,2368
1981,265,3,1542931200.0,87.28,2964
1982,180,5,1543017600.0,54.96,1805
1983,162,10,1543017600.0,457.94,1705
1984,162,8,1543017600.0,58.08,1695
1985,301,3,1543017600.0,95.1,3487
1986,329,7,1543017600.0,25.87,3775
1987,465,10,1543017600.0,85.99,5271
1988,443,3,1543104000.0,106.8,5094
1989,53,3,1543104000.0,213.98,664
1990,54,10,1543190400.0,91.69,707
1991,180,5,1543190400.0,31.99,1806
1992,490,1,1543190400.0,123.39,5457
1993,66,3,1543276800.0,72.98,767
1994,356,1,1543363200.0,137.72,4142
1995,180,5,1543449600.0,19.99,1807
1996,464,3,1543449600.0,80.61,5242
1997,263,5,1543449600.0,3.99,2832
1998,206,3,1543449600.0,68.37,2009
1999,333,3,1543449600.0,-598.0,3827
2000,213,1,1543536000.0,90.64,2185
2001,256,7,1543536000.0,-33.07,2610
2002,327,10,1543708800.0,55.89,3749
2003,261,7,1543708800.0,38.61,2760
2004,431,3,1543795200.0,92.91,4918
2005,446,1,1543795200.0,534.75,5110
2006,231,5,1543881600.0,91.35,2398
2007,265,2,1543881600.0,2.89,2898
2008,263,5,1543881600.0,59.99,2833
2009,7,7,1543968000.0,10.7,110
2010,225,3,1544054400.0,113.55,2323
2011,283,7,1544054400.0,10.6,3143
2012,12,3,1544140800.0,96.32,208
2013,206,7,1544140800.0,94.32,2051
2014,31,5,1544140800.0,43.29,384
2015,437,1,1544227200.0,100.69,5010
2016,345,5,1544227200.0,64.94,3967
2017,31,5,1544227200.0,14.15,385
2018,265,2,1544313600.0,30.0,2899
2019,89,4,1544313600.0,38.16,922
2020,110,8,1544313600.0,20.0,1106
2021,43,2,1544313600.0,12.73,525
2022,419,4,1544313600.0,48.32,4712
2023,440,7,1544400000.0,50.0,5051
2024,116,7,1544400000.0,40.28,1168
2025,440,5,1544486400.0,8.9,5038
2026,159,5,1544486400.0,11.02,1662
2027,329,7,1544486400.0,25.87,3776
2028,122,3,1544572800.0,86.86,1237
2029,178,7,1544572800.0,36.04,1799
2030,213,1,1544659200.0,72.32,2186
2031,142,3,1544745600.0,159.52,1418
2032,315,7,1544745600.0,61.48,3611
2033,221,10,1544745600.0,-68.14,2282
2034,340,7,1544832000.0,27.82,3874
2035,207,7,1544832000.0,25.44,2091
2036,3,5,1544832000.0,6.32,22
2037,293,3,1544832000.0,105.36,3371
2038,261,7,1544918400.0,122.18,2761
2039,3,5,1544918400.0,81.17,23
2040,244,7,1545004800.0,69.28,2520
2041,3,5,1545004800.0,21.64,24
2042,231,5,1545004800.0,3.47,2399
2043,344,4,1545091200.0,127.15,3949
2044,260,10,1545091200.0,251.48,2707
2045,185,4,1545177600.0,103.88,1882
2046,289,7,1545177600.0,75.0,3284
2047,110,4,1545177600.0,38.24,1086
2048,242,4,1545177600.0,432.74,2467
2049,100,4,1545264000.0,41.73,1004
2050,211,1,1545264000.0,26.4,2134
2051,325,7,1545264000.0,52.85,3708
2052,39,7,1545350400.0,40.28,463
2053,289,7,1545350400.0,133.17,3285
2054,261,7,1545350400.0,39.12,2762
2055,431,8,1545436800.0,73.1,4952
2056,230,3,1545436800.0,113.11,2369
2057,31,5,1545436800.0,23.29,386
2058,265,3,1545523200.0,94.22,2965
2059,287,5,1545523200.0,63.59,3189
2060,110,8,1545523200.0,352.6,1107
2061,289,7,1545523200.0,-3.0,3286
2062,345,5,1545609600.0,8.65,3968
2063,7,7,1545609600.0,17.12,111
2064,301,3,1545609600.0,96.19,3488
2065,325,7,1545609600.0,129.36,3709
2066,7,7,1545696000.0,4.57,112
2067,260,5,1545696000.0,110.0,2647
2068,53,3,1545696000.0,213.98,665
2069,244,7,1545782400.0,36.81,2521
2070,78,1,1545782400.0,1056.6,856
2071,74,4,1545782400.0,343.44,822
2072,152,5,1545782400.0,9.99,1563
2073,7,7,1545782400.0,2.43,113
2074,153,10,1545782400.0,334.45,1626
2075,344,4,1545868800.0,-127.15,3950
2076,354,5,1545868800.0,21.44,4125
2077,464,3,1545868800.0,80.61,5243
2078,239,7,1545868800.0,207.36,2447
2079,289,7,1545868800.0,134.72,3287
2080,66,3,1545868800.0,71.49,768
2081,163,1,1545955200.0,80.61,1713
2082,470,5,1546041600.0,4.99,5310
2083,351,8,1546041600.0,172.0,4107
2084,263,5,1546041600.0,3.99,2834
2085,12,3,1546128000.0,16.68,209
2086,470,5,1546128000.0,74.98,5311
2087,206,3,1546214400.0,68.37,2010
2088,470,5,1546214400.0,19.99,5312
2089,140,5,1546300800.0,0.87,1391
2090,7,7,1546387200.0,10.7,114
2091,111,7,1546387200.0,14.84,1117
2092,34,8,1546387200.0,20.0,443
2093,431,3,1546387200.0,98.2,4919
