,u,i,ts,label,idx
2748,145,5,1566777600.0,6.52,1477
2749,206,7,1566777600.0,98.18,2058
2750,307,1,1566864000.0,255.65,3529
2751,471,6,1566864000.0,33.44,5345
2752,464,3,1566864000.0,91.41,5251
2753,103,10,1566950400.0,-194.54,1044
2754,310,10,1566950400.0,134.81,3547
2755,22,5,1566950400.0,4.24,294
2756,7,8,1567036800.0,176.83,128
2757,206,7,1567036800.0,60.69,2059
2758,103,10,1567036800.0,-57.18,1045
2759,460,8,1567036800.0,20.0,5205
2760,206,3,1567036800.0,74.7,2017
2761,261,7,1567036800.0,95.2,2779
2762,392,8,1567123200.0,67.74,4348
2763,317,8,1567123200.0,44.0,3653
2764,225,3,1567209600.0,118.85,2332
2765,60,1,1567209600.0,84.25,725
2766,21,3,1567209600.0,138.15,264
2767,70,1,1567209600.0,127.18,782
2768,328,7,1567209600.0,34.16,3754
2769,479,7,1567296000.0,150.82,5375
2770,83,7,1567296000.0,19.17,871
2771,206,7,1567296000.0,-19.64,2060
2772,485,1,1567296000.0,370.97,5425
2773,238,6,1567296000.0,39.0,2440
2774,33,5,1567296000.0,5.48,396
2775,461,5,1567468800.0,65.54,5229
2776,12,3,1567468800.0,410.92,217
2777,260,5,1567468800.0,4.33,2657
2778,147,10,1567468800.0,-238.14,1543
2779,435,5,1567468800.0,21.13,4982
2780,329,7,1567555200.0,57.19,3780
2781,7,1,1567555200.0,1358.92,77
2782,279,5,1567555200.0,19.98,3036
2783,145,5,1567555200.0,4.25,1478
2784,33,5,1567555200.0,16.04,397
2785,325,7,1567555200.0,15.24,3723
2786,410,7,1567641600.0,10.68,4533
2787,283,7,1567728000.0,10.6,3152
2788,476,4,1567728000.0,103.11,5363
2789,60,1,1567728000.0,402.71,726
2790,411,5,1567814400.0,21.19,4541
2791,3,5,1567814400.0,22.17,34
2792,392,8,1567814400.0,37.45,4349
2793,328,7,1567814400.0,51.24,3755
2794,344,1,1567900800.0,373.76,3937
2795,43,2,1567900800.0,4.42,529
2796,70,1,1567900800.0,4.0,783
2797,351,8,1567900800.0,20.0,4114
2798,159,1,1567987200.0,641.58,1649
2799,3,5,1567987200.0,51.61,35
2800,104,1,1567987200.0,420.99,1060
2801,417,10,1568160000.0,61.86,4594
2802,122,3,1568160000.0,123.97,1246
2803,392,8,1568160000.0,20.0,4350
2804,391,1,1568246400.0,365.0,4340
2805,460,8,1568246400.0,76.0,5206
2806,417,1,1568246400.0,325.71,4584
2807,163,1,1568246400.0,80.61,1716
2808,413,4,1568332800.0,451.5,4549
2809,141,7,1568332800.0,34.32,1404
2810,142,3,1568332800.0,92.02,1427
2811,293,3,1568332800.0,110.45,3380
2812,261,7,1568332800.0,166.48,2780
2813,273,3,1568332800.0,274.02,3010
2814,217,1,1568419200.0,346.23,2221
2815,289,7,1568419200.0,133.73,3308
2816,36,4,1568419200.0,100.0,447
2817,421,7,1568419200.0,24.26,4772
2818,43,2,1568505600.0,5.37,530
2819,471,6,1568592000.0,18.81,5346
2820,261,7,1568678400.0,65.88,2781
2821,52,5,1568764800.0,19.99,648
2822,138,9,1568764800.0,311.2,1384
2823,164,7,1568851200.0,29.68,1735
2824,137,1,1568851200.0,171.3,1367
2825,419,1,1568851200.0,3802.28,4619
2826,280,8,1568937600.0,20.0,3087
2827,217,7,1568937600.0,65.72,2228
2828,392,8,1569024000.0,173.67,4351
2829,460,8,1569024000.0,20.0,5207
2830,230,3,1569110400.0,123.01,2379
2831,53,3,1569110400.0,229.24,673
2832,282,5,1569196800.0,63.29,3112
2833,424,2,1569196800.0,10.51,4805
2834,287,5,1569196800.0,4.23,3196
2835,86,1,1569196800.0,62.33,897
2836,470,5,1569196800.0,59.99,5316
2837,460,8,1569196800.0,228.87,5208
2838,265,3,1569196800.0,91.03,2974
2839,159,5,1569196800.0,62.48,1666
2840,422,1,1569283200.0,263.03,4783
2841,307,4,1569283200.0,106.14,3539
2842,347,7,1569283200.0,54.32,4011
2843,282,5,1569283200.0,14.76,3113
2844,351,8,1569283200.0,159.0,4115
2845,22,5,1569369600.0,20.17,295
2846,401,3,1569369600.0,19.03,4430
2847,114,10,1569369600.0,184.42,1160
2848,217,1,1569369600.0,346.22,2222
2849,70,1,1569369600.0,311.38,784
2850,424,2,1569456000.0,9.65,4806
2851,289,7,1569456000.0,29.48,3309
2852,464,3,1569542400.0,91.41,5252
2853,289,7,1569542400.0,169.53,3310
2854,84,4,1569542400.0,135.68,877
2855,231,5,1569542400.0,0.53,2401
2856,282,5,1569628800.0,42.19,3114
2857,190,3,1569628800.0,133.53,1926
2858,70,1,1569628800.0,387.34000000000003,785
2859,344,1,1569628800.0,118.23,3938
2860,111,7,1569715200.0,30.74,1118
2861,206,3,1569715200.0,74.7,2018
2862,344,1,1569715200.0,-72.66,3939
2863,86,1,1569715200.0,87.73,898
2864,102,5,1569801600.0,21.19,1015
2865,281,5,1569801600.0,34.99,3095
2866,317,10,1569801600.0,139.09,3656
2867,238,6,1569888000.0,39.0,2441
2868,471,6,1569888000.0,18.81,5347
2869,43,2,1569888000.0,10.42,531
2870,260,5,1569888000.0,4.33,2658
2871,401,3,1569888000.0,159.5,4431
2872,70,1,1569888000.0,75.97,786
2873,343,1,1569974400.0,173.3,3919
2874,225,3,1569974400.0,118.85,2333
2875,21,3,1569974400.0,148.14,265
2876,86,1,1569974400.0,120.1,899
2877,460,8,1569974400.0,20.0,5209
2878,279,8,1570060800.0,20.0,3037
2879,283,7,1570060800.0,10.6,3153
2880,104,7,1570060800.0,76.86,1068
2881,424,2,1570147200.0,10.28,4807
2882,244,7,1570147200.0,56.29,2523
2883,95,1,1570147200.0,268.05,979
2884,145,5,1570147200.0,4.25,1479
2885,410,7,1570147200.0,10.68,4534
2886,235,9,1570147200.0,125.0,2422
2887,196,5,1570147200.0,5.4,1942
2888,351,5,1570233600.0,3.99,4071
2889,211,7,1570233600.0,14.84,2169
2890,471,6,1570233600.0,18.81,5348
2891,165,4,1570233600.0,460.04,1757
2892,424,2,1570233600.0,5.89,4808
2893,261,7,1570320000.0,39.6,2782
2894,419,2,1570406400.0,13.09,4681
2895,413,7,1570406400.0,52.14,4555
2896,254,7,1570406400.0,67.39,2575
2897,86,1,1570492800.0,120.09,900
2898,86,1,1570579200.0,87.72,901
2899,343,1,1570665600.0,173.29,3920
2900,103,7,1570752000.0,26.81,1027
2901,7,8,1570752000.0,20.0,129
2902,206,7,1570838400.0,39.9,2061
2903,279,8,1570838400.0,20.0,3038
2904,142,3,1570838400.0,92.02,1428
2905,264,5,1570838400.0,0.8,2858
2906,211,1,1570838400.0,172.29,2139
2907,7,7,1570924800.0,15.51,119
2908,203,7,1570924800.0,181.86,1984
2909,496,8,1571011200.0,20.0,5516
2910,242,4,1571011200.0,101.7,2468
2911,419,2,1571011200.0,25.21,4682
2912,424,2,1571097600.0,3.01,4809
2913,327,1,1571097600.0,46.79,3737
2914,279,8,1571097600.0,28.76,3039
2915,122,3,1571097600.0,123.97,1247
2916,293,3,1571184000.0,110.45,3381
2917,282,5,1571184000.0,63.29,3115
2918,203,8,1571184000.0,187.71,1989
2919,361,10,1571270400.0,113.65,4184
2920,244,1,1571356800.0,267.53,2513
2921,186,2,1571356800.0,2.59,1883
2922,49,1,1571356800.0,157.31,617
2923,260,10,1571443200.0,273.16,2708
2924,247,1,1571443200.0,223.53,2533
2925,53,3,1571443200.0,229.24,674
2926,211,1,1571529600.0,172.28,2140
2927,186,2,1571529600.0,5.23,1884
2928,153,10,1571616000.0,205.47,1628
2929,43,2,1571616000.0,3.89,532
2930,86,1,1571702400.0,106.34,902
2931,153,10,1571702400.0,55.55,1629
2932,279,8,1571702400.0,41.48,3040
2933,230,3,1571702400.0,123.01,2380
2934,49,7,1571788800.0,64.31,623
2935,287,5,1571788800.0,4.23,3197
2936,216,1,1571788800.0,1170.75,2204
2937,390,5,1571875200.0,21.29,4321
2938,479,7,1571875200.0,39.97,5376
2939,327,1,1571875200.0,46.79,3738
2940,497,2,1571961600.0,4.48,5524
2941,165,4,1571961600.0,75.0,1758
2942,22,5,1571961600.0,4.24,296
2943,140,1,1571961600.0,58.86,1386
2944,261,7,1572048000.0,151.25,2783
2945,440,8,1572048000.0,20.0,5058
2946,435,1,1572048000.0,529.08,4979
2947,140,1,1572048000.0,323.41,1387
2948,464,3,1572134400.0,91.41,5253
2949,206,3,1572307200.0,74.7,2019
2950,337,4,1572307200.0,105.11,3864
2951,424,2,1572307200.0,8.67,4810
2952,401,3,1572480000.0,148.77,4432
2953,84,4,1572480000.0,101.76,878
2954,260,5,1572480000.0,4.33,2659
2955,86,1,1572480000.0,106.34,903
2956,344,1,1572480000.0,45.57,3940
2957,21,3,1572566400.0,154.13,266
2958,238,6,1572566400.0,39.0,2442
2959,107,10,1572652800.0,49.6,1082
2960,282,5,1572652800.0,4.21,3116
2961,7,8,1572652800.0,220.77,130
2962,225,3,1572652800.0,118.85,2334
2963,410,7,1572652800.0,10.68,4535
2964,265,2,1572739200.0,5.46,2907
2965,351,5,1572825600.0,3.99,4072
2966,283,7,1572912000.0,10.6,3154
2967,392,8,1572998400.0,20.0,4352
2968,421,7,1572998400.0,51.82,4773
2969,186,2,1572998400.0,2.59,1885
2970,216,1,1572998400.0,-317.67999999999995,2205
2971,429,1,1572998400.0,91.93,4849
2972,424,2,1572998400.0,6.1,4811
2973,424,2,1573171200.0,13.2,4812
2974,347,7,1573171200.0,168.09,4012
2975,122,3,1573257600.0,123.97,1248
2976,186,2,1573257600.0,4.28,1886
2977,426,7,1573257600.0,50.0,4821
2978,159,1,1573257600.0,621.7,1650
2979,233,5,1573257600.0,26.49,2410
2980,440,8,1573257600.0,150.0,5059
2981,329,7,1573257600.0,60.48,3781
2982,261,7,1573344000.0,107.1,2784
2983,312,1,1573430400.0,239.4,3549
2984,103,7,1573430400.0,-13.94,1028
2985,22,5,1573516800.0,4.24,297
2986,50,5,1573516800.0,65.57,628
2987,431,10,1573603200.0,499.86,4963
2988,350,10,1573603200.0,40.54,4040
2989,142,3,1573603200.0,98.28,1429
2990,427,10,1573689600.0,74.84,4846
2991,460,8,1573776000.0,224.12,5210
2992,289,7,1573776000.0,126.14,3311
2993,265,3,1573776000.0,148.56,2975
2994,186,2,1573776000.0,3.02,1887
2995,293,3,1573776000.0,110.45,3382
2996,471,6,1573862400.0,33.44,5349
2997,390,5,1573862400.0,5.26,4322
2998,312,1,1573862400.0,-121.17,3550
2999,351,5,1573862400.0,19.99,4073
3000,265,2,1573948800.0,5.89,2908
3001,344,4,1573948800.0,106.72,3951
3002,254,7,1573948800.0,32.64,2576
3003,496,8,1574035200.0,200.47,5517
3004,460,8,1574035200.0,20.0,5211
3005,233,5,1574035200.0,4.23,2411
3006,145,5,1574121600.0,18.12,1480
3007,265,2,1574121600.0,5.89,2909
3008,344,2,1574208000.0,2.6,3946
3009,187,7,1574294400.0,133.56,1913
3010,53,3,1574294400.0,229.24,675
3011,186,2,1574294400.0,2.59,1888
3012,104,1,1574294400.0,648.96,1061
3013,230,3,1574380800.0,123.01,2381
3014,496,8,1574380800.0,20.0,5518
3015,216,1,1574380800.0,287.06,2206
3016,483,10,1574380800.0,1134.8,5421
3017,287,5,1574380800.0,4.23,3198
3018,186,2,1574467200.0,4.28,1889
3019,22,5,1574467200.0,4.24,298
3020,398,5,1574467200.0,59.99,4380
3021,312,1,1574467200.0,-118.23,3551
3022,345,5,1574553600.0,5.4,3972
3023,127,10,1574640000.0,56.16,1290
3024,390,4,1574640000.0,100.0,4313
3025,483,10,1574640000.0,-150.0,5422
3026,398,5,1574640000.0,19.99,4381
3027,159,7,1574640000.0,80.11,1673
3028,434,8,1574640000.0,20.0,4968
3029,180,5,1574812800.0,0.89,1808
3030,464,3,1574812800.0,91.41,5254
3031,121,5,1574899200.0,4.24,1192
3032,216,1,1574899200.0,-177.37,2207
3033,51,4,1574985600.0,63.33,633
3034,429,1,1574985600.0,91.92,4850
3035,52,5,1574985600.0,3.74,649
3036,419,7,1574985600.0,36.56,4741
3037,153,8,1575072000.0,20.0,1588
3038,225,3,1575072000.0,118.85,2335
3039,467,7,1575072000.0,40.28,5291
3040,111,10,1575072000.0,110.89,1122
3041,261,7,1575072000.0,70.4,2785
3042,159,2,1575072000.0,11.22,1656
3043,238,6,1575158400.0,39.0,2443
3044,202,1,1575158400.0,181.09,1975
3045,180,5,1575158400.0,41.99,1809
3046,21,3,1575158400.0,172.1,267
3047,162,10,1575158400.0,269.99,1707
3048,401,3,1575158400.0,148.77,4433
3049,394,1,1575244800.0,606.37,4357
3050,260,5,1575244800.0,4.33,2660
3051,282,5,1575331200.0,4.21,3117
3052,22,5,1575331200.0,52.9,299
3053,138,1,1575331200.0,182.56,1379
3054,351,5,1575417600.0,3.99,4074
3055,7,8,1575417600.0,20.0,131
3056,49,7,1575417600.0,14.09,624
3057,9,7,1575417600.0,38.11,161
3058,186,2,1575417600.0,4.75,1890
3059,162,10,1575417600.0,66.95,1708
3060,410,7,1575504000.0,10.68,4536
3061,103,7,1575590400.0,12.87,1029
3062,314,5,1575590400.0,31.32,3565
3063,283,7,1575590400.0,10.6,3155
3064,47,10,1575676800.0,233.76,583
3065,153,8,1575676800.0,124.27,1589
3066,152,5,1575676800.0,7.99,1568
3067,281,7,1575763200.0,64.95,3098
3068,419,2,1575849600.0,19.95,4683
3069,82,10,1575849600.0,181.89,868
3070,49,7,1576108800.0,59.73,625
3071,122,3,1576108800.0,123.97,1249
3072,398,5,1576195200.0,8.49,4382
3073,440,8,1576195200.0,237.5,5060
3074,159,7,1576195200.0,45.47,1674
3075,265,2,1576195200.0,20.0,2910
3076,293,3,1576195200.0,110.45,3383
3077,261,7,1576281600.0,142.45,2786
3078,111,10,1576368000.0,-55.45,1123
3079,419,4,1576368000.0,88.0,4714
3080,314,5,1576368000.0,15.93,3566
3081,142,3,1576454400.0,98.28,1430
3082,116,7,1576540800.0,49.05,1171
3083,233,5,1576540800.0,4.23,2412
3084,286,9,1576540800.0,25.0,3174
3085,226,4,1576540800.0,207.76,2358
3086,286,9,1576627200.0,21.55,3175
3087,289,7,1576627200.0,100.04,3312
3088,460,8,1576627200.0,205.37,5212
3089,19,7,1576713600.0,17.28,249
3090,137,1,1576713600.0,56.62,1368
3091,495,9,1576800000.0,290.0,5510
3092,186,2,1576800000.0,3.34,1891
3093,137,1,1576800000.0,115.58,1369
3094,159,2,1576800000.0,1.72,1657
3095,287,5,1576886400.0,4.23,3199
3096,261,7,1576886400.0,51.82,2787
3097,337,4,1576886400.0,12.84,3865
3098,53,3,1576886400.0,229.24,676
3099,345,5,1576886400.0,48.69,3973
3100,40,5,1576886400.0,2.99,469
3101,211,7,1576886400.0,111.88,2170
3102,260,8,1576886400.0,20.0,2662
3103,230,3,1576972800.0,129.34,2382
3104,220,7,1576972800.0,64.0,2249
3105,419,2,1576972800.0,20.0,4684
3106,165,4,1576972800.0,103.88,1759
3107,454,2,1577059200.0,20.74,5143
3108,434,8,1577059200.0,175.3,4969
3109,153,8,1577059200.0,20.0,1590
3110,289,7,1577145600.0,40.01,3313
3111,421,7,1577145600.0,28.08,4774
3112,337,4,1577145600.0,12.84,3866
3113,320,1,1577145600.0,30.0,3671
3114,186,2,1577232000.0,3.1,1892
3115,95,1,1577232000.0,158.79,980
3116,44,5,1577318400.0,20.89,566
3117,357,5,1577318400.0,21.29,4169
3118,7,8,1577318400.0,121.24,132
3119,22,5,1577404800.0,18.59,300
3120,121,5,1577404800.0,4.24,1193
3121,236,7,1577404800.0,14.84,2431
3122,464,3,1577404800.0,91.41,5255
3123,233,5,1577491200.0,0.59,2413
3124,265,2,1577577600.0,2.89,2911
3125,496,8,1577577600.0,193.3,5519
3126,392,8,1577664000.0,20.0,4353
3127,95,1,1577664000.0,330.07,981
3128,260,5,1577664000.0,4.33,2661
3129,429,7,1577664000.0,74.69,4860
3130,470,5,1577664000.0,19.99,5317
3131,289,7,1577664000.0,72.08,3314
3132,220,7,1577664000.0,61.8,2250
3133,17,5,1577664000.0,20.0,235
3134,409,6,1577750400.0,11.5,4518
3135,103,4,1577750400.0,54.44,1022
3136,337,4,1577750400.0,136.96,3867
3137,460,7,1577750400.0,69.01,5199
3138,279,8,1577750400.0,20.0,3041
3139,401,3,1577750400.0,148.77,4434
3140,419,4,1577750400.0,39.0,4715
3141,419,7,1577750400.0,26.88,4742
3142,21,3,1577836800.0,180.08,268
3143,238,6,1577836800.0,39.0,2444
3144,225,3,1577836800.0,118.85,2336
3145,193,1,1577923200.0,-0.01,1934
3146,260,8,1577923200.0,20.0,2663
3147,351,5,1578009600.0,3.99,4075
3148,193,1,1578009600.0,-200.0,1935
3149,260,8,1578009600.0,105.74,2664
3150,325,7,1578009600.0,116.49,3724
3151,467,7,1578096000.0,44.52,5292
3152,107,7,1578182400.0,51.9,1078
3153,410,7,1578182400.0,10.68,4537
3154,87,1,1578182400.0,122.54,910
3155,264,5,1578182400.0,12.83,2859
3156,153,8,1578268800.0,76.18,1591
3157,283,7,1578268800.0,10.6,3156
3158,211,7,1578268800.0,75.79,2171
3159,419,10,1578355200.0,54.56,4754
3160,138,1,1578355200.0,201.19,1380
3161,47,10,1578355200.0,603.61,584
3162,475,5,1578528000.0,21.39,5358
3163,103,7,1578528000.0,46.12,1030
3164,260,8,1578528000.0,44.5,2665
3165,164,4,1578528000.0,98.0,1722
3166,122,3,1578700800.0,123.97,1250
3167,282,5,1578700800.0,63.29,3118
3168,78,1,1578787200.0,363.26,857
3169,261,7,1578787200.0,109.15,2788
3170,447,4,1578787200.0,104.86,5111
3171,142,3,1578787200.0,98.28,1431
3172,50,5,1578873600.0,4.36,629
3173,211,7,1578873600.0,27.56,2172
3174,86,4,1578873600.0,53.04,904
3175,314,5,1578873600.0,10.61,3567
3176,180,5,1578873600.0,33.99,1810
3177,293,3,1578960000.0,110.45,3384
3178,391,1,1578960000.0,164.38,4341
3179,419,1,1578960000.0,3802.27,4620
3180,86,4,1579046400.0,171.04,905
3181,440,8,1579046400.0,230.25,5061
3182,233,5,1579132800.0,4.23,2414
3183,279,8,1579132800.0,52.08,3042
3184,440,8,1579132800.0,20.0,5062
3185,53,3,1579219200.0,229.24,677
3186,216,1,1579219200.0,572.71,2208
3187,420,1,1579219200.0,353.7,4756
3188,280,5,1579305600.0,37.44,3063
3189,104,1,1579305600.0,1143.64,1062
3190,265,2,1579305600.0,2.89,2912
3191,254,7,1579392000.0,87.4,2577
3192,261,7,1579392000.0,37.77,2789
3193,145,5,1579392000.0,11.91,1481
3194,265,2,1579392000.0,14.63,2913
3195,296,8,1579392000.0,12.0,3414
3196,287,5,1579478400.0,4.23,3200
3197,147,10,1579478400.0,66.99,1544
3198,84,4,1579478400.0,101.76,879
3199,483,4,1579564800.0,41.83,5403
3200,22,5,1579564800.0,10.61,301
3201,247,10,1579564800.0,123.39,2535
3202,153,8,1579564800.0,20.0,1592
3203,147,10,1579564800.0,-66.99,1545
3204,40,5,1579651200.0,2.99,470
3205,230,3,1579651200.0,123.01,2383
3206,440,8,1579651200.0,-153.75,5063
3207,216,1,1579737600.0,327.46,2209
3208,162,10,1579737600.0,46.26,1709
3209,289,7,1579737600.0,64.49,3315
3210,54,3,1579824000.0,91.77,701
3211,99,5,1579824000.0,3.99,997
3212,328,7,1579910400.0,22.42,3756
3213,121,5,1579996800.0,4.24,1194
3214,344,7,1580083200.0,64.48,3959
3215,166,1,1580083200.0,93.45,1774
3216,464,3,1580083200.0,91.41,5256
3217,314,5,1580083200.0,31.86,3568
3218,190,9,1580083200.0,189.11,1928
3219,182,7,1580083200.0,9.0,1864
3220,60,2,1580169600.0,8.66,730
3221,289,7,1580256000.0,75.25999999999999,3316
3222,7,8,1580342400.0,20.0,133
3223,279,8,1580428800.0,183.91,3043
3224,56,10,1580515200.0,265.86,715
3225,401,3,1580515200.0,148.77,4435
3226,357,5,1580601600.0,15.96,4170
3227,162,10,1580601600.0,96.1,1710
3228,282,5,1580601600.0,4.21,3119
3229,351,5,1580601600.0,3.99,4076
3230,225,3,1580601600.0,125.23,2337
3231,413,4,1580601600.0,225.16,4550
3232,21,3,1580601600.0,148.15,269
3233,153,8,1580601600.0,43.39,1593
3234,44,5,1580601600.0,59.99,567
3235,60,2,1580688000.0,9.42,731
3236,279,8,1580688000.0,20.0,3044
3237,60,2,1580774400.0,8.55,732
3238,211,7,1580774400.0,155.87,2173
3239,283,7,1580774400.0,10.6,3157
3240,3,5,1580774400.0,1.87,36
3241,111,7,1580774400.0,57.24,1119
3242,479,7,1580860800.0,27.11,5377
3243,211,7,1580860800.0,49.82,2174
3244,410,7,1580860800.0,10.68,4538
3245,402,1,1580947200.0,166.22,4466
3246,186,2,1580947200.0,2.91,1893
3247,145,5,1580947200.0,5.32,1482
3248,279,8,1580947200.0,-201.93,3045
3249,44,1,1580947200.0,193.22,562
3250,388,3,1581033600.0,74.69,4259
3251,314,5,1581120000.0,63.74,3569
3252,436,5,1581120000.0,63.8,5003
3253,186,2,1581206400.0,3.78,1894
3254,435,5,1581206400.0,15.49,4983
3255,43,2,1581206400.0,3.89,533
3256,60,2,1581206400.0,7.57,733
3257,265,2,1581292800.0,3.32,2914
3258,280,5,1581292800.0,68.48,3064
3259,398,5,1581292800.0,1.99,4383
3260,103,7,1581292800.0,71.86,1031
3261,3,5,1581292800.0,10.81,37
3262,70,1,1581292800.0,579.79,787
3263,60,2,1581379200.0,7.57,734
3264,122,3,1581379200.0,130.34,1251
3265,50,5,1581379200.0,4.36,630
3266,234,5,1581465600.0,7.49,2415
3267,126,7,1581465600.0,21.98,1285
3268,211,7,1581465600.0,141.03,2175
3269,142,3,1581552000.0,98.34,1432
3270,300,7,1581552000.0,97.9,3435
3271,440,8,1581552000.0,49.5,5064
3272,186,2,1581552000.0,6.2,1895
3273,396,10,1581552000.0,100.0,4372
3274,254,7,1581638400.0,71.6,2578
3275,356,7,1581724800.0,117.45,4154
3276,7,7,1581724800.0,10.54,120
3277,53,3,1581724800.0,229.24,678
3278,293,3,1581811200.0,115.67,3385
3279,44,1,1581811200.0,76.71,563
3280,110,7,1581811200.0,315.35,1098
3281,153,8,1581811200.0,20.0,1594
3282,344,1,1581811200.0,492.92,3941
3283,434,8,1581897600.0,20.0,4970
3284,135,2,1581897600.0,9.08,1357
3285,391,1,1581984000.0,164.37,4342
3286,440,8,1581984000.0,20.0,5065
3287,314,5,1582070400.0,10.61,3570
3288,264,5,1582070400.0,6.68,2860
3289,261,7,1582156800.0,58.99,2790
3290,186,2,1582156800.0,3.1,1896
3291,287,5,1582156800.0,4.23,3201
3292,230,3,1582329600.0,123.02,2384
3293,301,3,1582329600.0,88.41,3499
3294,94,5,1582416000.0,10.49,977
3295,116,7,1582416000.0,74.64,1172
3296,467,5,1582416000.0,21.19,5285
3297,99,5,1582502400.0,3.99,998
3298,40,5,1582502400.0,6.16,471
3299,260,8,1582502400.0,42.87,2666
3300,279,8,1582588800.0,37.24,3046
3301,7,8,1582588800.0,27.08,134
3302,121,5,1582588800.0,4.24,1195
3303,57,1,1582588800.0,289.34,716
3304,186,2,1582675200.0,3.1,1897
3305,49,7,1582675200.0,56.68,626
3306,153,10,1582675200.0,524.63,1630
3307,464,3,1582761600.0,91.47,5257
3308,54,3,1582761600.0,91.78,702
3309,255,10,1582761600.0,133.55,2591
3310,322,5,1582848000.0,10.69,3675
3311,437,1,1582934400.0,50.0,5016
3312,44,1,1582934400.0,-193.22,564
3313,420,1,1582934400.0,353.69,4757
3314,357,5,1582934400.0,8.51,4171
3315,225,3,1582934400.0,125.23,2338
3316,483,7,1583020800.0,347.49,5417
3317,102,5,1583020800.0,60.0,1016
3318,70,1,1583020800.0,755.21,788
3319,401,3,1583020800.0,155.15,4436
3320,282,5,1583107200.0,4.21,3120
3321,153,8,1583107200.0,43.39,1595
3322,99,5,1583193600.0,19.99,999
3323,21,3,1583193600.0,172.11,270
3324,57,1,1583193600.0,178.81,717
3325,351,5,1583193600.0,3.99,4077
3326,104,1,1583280000.0,162.16,1063
3327,187,4,1583366400.0,135.68,1902
3328,261,7,1583366400.0,102.96,2791
3329,152,5,1583452800.0,7.99,1569
3330,430,1,1583452800.0,-0.01,4864
3331,279,8,1583452800.0,20.0,3047
3332,283,7,1583452800.0,10.6,3158
3333,498,7,1583452800.0,37.1,5528
3334,388,3,1583539200.0,74.69,4260
3335,410,7,1583539200.0,10.68,4539
3336,261,7,1583539200.0,76.15,2792
3337,363,1,1583539200.0,225.0,4187
3338,476,4,1583539200.0,88.54,5364
3339,498,7,1583625600.0,9.54,5529
3340,409,6,1583625600.0,39.0,4519
3341,57,1,1583712000.0,-178.81,718
3342,242,7,1583712000.0,188.56,2481
3343,314,5,1583712000.0,13.8,3571
3344,153,10,1583712000.0,90.71,1631
3345,216,1,1583884800.0,284.91,2210
3346,181,8,1583884800.0,20.0,1811
3347,260,8,1583971200.0,41.19,2667
3348,314,5,1583971200.0,15.93,3572
3349,135,4,1583971200.0,116.1,1358
3350,50,5,1583971200.0,4.36,631
3351,420,1,1583971200.0,-281.94,4758
3352,254,7,1584057600.0,25.27,2579
3353,363,1,1584057600.0,-200.01,4188
3354,122,3,1584057600.0,130.34,1252
3355,44,1,1584057600.0,-284.96,565
3356,26,7,1584144000.0,21.74,358
3357,431,10,1584144000.0,494.46,4964
3358,420,1,1584144000.0,-226.09,4759
3359,440,8,1584144000.0,20.0,5066
3360,419,1,1584230400.0,-7604.55,4621
3361,420,1,1584230400.0,-71.75,4760
3362,142,3,1584230400.0,98.34,1433
3363,70,1,1584316800.0,-755.21,789
3364,293,3,1584316800.0,115.67,3386
3365,230,3,1584316800.0,108.8,2385
3366,181,8,1584403200.0,117.8,1812
3367,119,10,1584403200.0,71.83,1184
3368,430,1,1584403200.0,-603.34,4865
3369,54,3,1584489600.0,91.78,703
3370,434,8,1584576000.0,181.82,4971
3371,53,3,1584576000.0,235.55,679
3372,345,5,1584662400.0,32.46,3974
3373,314,5,1584662400.0,21.03,3573
3374,40,5,1584748800.0,3.17,472
3375,418,5,1584748800.0,1.05,4595
3376,3,5,1584748800.0,24.18,38
3377,344,1,1584835200.0,-492.92,3942
3378,3,5,1584835200.0,100.1,39
3379,435,5,1584835200.0,42.69,4984
3380,420,1,1584835200.0,-127.61,4761
3381,37,5,1584835200.0,100.0,450
3382,260,8,1584835200.0,20.0,2668
3383,426,10,1584835200.0,2459.93,4825
3384,314,5,1584835200.0,63.74,3574
3385,230,3,1584835200.0,123.02,2386
3386,393,5,1584921600.0,59.99,4355
3387,390,5,1584921600.0,63.29,4323
3388,418,5,1584921600.0,63.59,4596
3389,280,10,1585008000.0,205.15,3089
3390,301,3,1585008000.0,101.23,3500
3391,265,10,1585008000.0,60.72,2977
3392,99,5,1585008000.0,3.99,1000
3393,10,8,1585008000.0,175.48,182
3394,59,5,1585094400.0,63.59,722
3395,430,1,1585094400.0,425.0,4866
3396,280,10,1585094400.0,207.33,3090
3397,140,5,1585180800.0,0.04,1392
3398,181,8,1585180800.0,20.0,1813
3399,121,5,1585180800.0,4.24,1196
3400,464,3,1585267200.0,91.47,5258
3401,396,10,1585267200.0,200.0,4373
3402,10,8,1585267200.0,-43.86,183
3403,314,5,1585267200.0,21.24,3575
3404,206,3,1585353600.0,79.96,2020
3405,280,5,1585353600.0,1.08,3065
3406,470,5,1585526400.0,10.0,5318
3407,280,5,1585526400.0,1.49,3066
3408,40,5,1585526400.0,37.09,473
3409,398,5,1585612800.0,0.39,4384
3410,285,5,1585612800.0,21.31,3162
3411,426,10,1585612800.0,222.56,4826
3412,164,7,1585612800.0,44.52,1736
3413,282,5,1585699200.0,4.21,3121
3414,401,3,1585699200.0,155.15,4437
3415,21,3,1585699200.0,161.69,271
3416,491,10,1585785600.0,165.84,5466
